,date,home_team,away_team,home_pitcher_curr_era,home_pitcher_prev_era,home_pitcher_prev_ip,away_pitcher_curr_era,away_pitcher_prev_era,away_pitcher_prev_ip,home_team_curr_win_pct,home_team_prev_win_pct,home_team_curr_fir_avg,home_team_prev_fir_avg,home_team_curr_slg,home_team_prev_slg,away_team_curr_win_pct,away_team_prev_win_pct,away_team_curr_fir_avg,away_team_prev_fir_avg,away_team_curr_slg,away_team_prev_slg,fir_result
41,20180417,ARI,SF,4.08,4.08,189.2,4.52,4.52,147.1,0.733,0.574,1.0666666666666669,0.6666666666666666,0.42100000000000004,0.452,0.4,0.395,0.5625,0.462962962962963,0.36700000000000005,0.386,0
42,20180417,OAK,CWS,8.22,8.22,23.0,6.45,6.45,22.1,0.375,0.46299999999999997,0.4117647058823529,0.5679012345679012,0.433,0.439,0.33299999999999996,0.414,0.3125,0.5925925925925926,0.418,0.423,1
43,20180417,LAA,BOS,6.0,6.0,0.0,3.38,3.38,74.2,0.812,0.494,0.9375,0.462962962962963,0.491,0.40399999999999997,0.867,0.574,1.0,0.5246913580246914,0.456,0.414,1
44,20180417,SEA,HOU,5.12,5.12,160.0,4.25,4.25,118.2,0.615,0.48100000000000004,0.8666666666666667,0.5,0.43,0.42700000000000005,0.625,0.623,0.4117647058823529,0.5987654320987654,0.375,0.485,1
45,20180417,SD,LAD,5.79,5.79,32.2,2.72,2.72,152.1,0.41200000000000003,0.43799999999999994,0.2222222222222222,0.5,0.402,0.39899999999999997,0.35700000000000004,0.642,0.75,0.5679012345679012,0.359,0.444,1
46,20180418,PIT,COL,4.35,4.35,157.1,4.04,4.04,156.0,0.688,0.46299999999999997,0.6470588235294118,0.6172839506172839,0.445,0.395,0.556,0.537,0.7894736842105263,0.5987654320987654,0.402,0.452,0
47,20180418,TB,TEX,3.43,3.43,86.2,4.5,4.2,148.0,0.25,0.494,0.4117647058823529,0.5246913580246914,0.341,0.42700000000000005,0.33299999999999996,0.48100000000000004,0.15789473684210525,0.6604938271604939,0.373,0.433,0
48,20180418,DET,BAL,5.4,5.4,135.0,4.68,4.68,186.2,0.308,0.395,0.2352941176470588,0.4753086419753086,0.33399999999999996,0.43,0.312,0.46299999999999997,0.29411764705882354,0.5617283950617284,0.349,0.439,0
49,20180418,MIL,CIN,3.9,3.9,191.1,2.7,2.7,20.0,0.47100000000000003,0.531,0.2222222222222222,0.7037037037037037,0.381,0.436,0.188,0.42,0.2222222222222222,0.6790123456790124,0.341,0.43700000000000006,0
50,20180418,OAK,CWS,4.27,4.27,65.1,3.86,3.86,23.1,0.41200000000000003,0.46299999999999997,0.6666666666666666,0.5679012345679012,0.435,0.439,0.308,0.414,0.29411764705882354,0.5925925925925926,0.409,0.423,1
51,20180418,TOR,KC,3.53,3.53,145.1,5.38,5.38,154.0,0.643,0.469,0.4444444444444444,0.5740740740740741,0.428,0.419,0.231,0.494,0.7058823529411765,0.3765432098765432,0.32,0.423,1
52,20180418,MIN,CLE,2.18,3.89,145.2,3.48,3.28,200.0,0.636,0.525,0.5333333333333333,0.5370370370370371,0.42,0.43799999999999994,0.5710000000000001,0.63,0.8823529411764706,0.6419753086419753,0.32,0.45399999999999996,0
53,20180418,NYM,WAS,6.08,6.08,66.2,4.67,4.67,181.1,0.8,0.43200000000000005,0.5882352941176471,0.6666666666666666,0.42200000000000004,0.43799999999999994,0.47100000000000003,0.599,1.1111111111111112,0.654320987654321,0.39899999999999997,0.457,1
54,20180418,ATL,PHI,3.98,3.98,92.2,5.12,5.12,72.0,0.6,0.444,1.0,0.4876543209876543,0.44799999999999995,0.42100000000000004,0.6,0.40700000000000003,0.9411764705882352,0.5123456790123457,0.39299999999999996,0.415,0
55,20180418,ARI,SF,2.86,2.86,163.2,3.88,3.88,62.2,0.733,0.574,1.0,0.6666666666666666,0.42100000000000004,0.452,0.4,0.395,0.5294117647058824,0.462962962962963,0.36700000000000005,0.386,0
56,20180418,LAA,BOS,4.55,4.55,85.0,4.65,4.65,203.1,0.812,0.494,0.8823529411764706,0.462962962962963,0.491,0.40399999999999997,0.867,0.574,1.0,0.5246913580246914,0.456,0.414,1
57,20180418,SEA,HOU,2.53,2.53,32.0,1.29,4.26,203.0,0.643,0.48100000000000004,0.875,0.5,0.428,0.42700000000000005,0.588,0.623,0.3888888888888889,0.5987654320987654,0.365,0.485,0
58,20180418,SD,LAD,4.73,4.73,163.2,4.22,4.22,134.1,0.389,0.43799999999999994,0.21052631578947367,0.5,0.39899999999999997,0.39899999999999997,0.4,0.642,0.8235294117647058,0.5679012345679012,0.365,0.444,1
59,20180419,DET,BAL,6.08,6.08,160.0,3.66,3.66,179.1,0.35700000000000004,0.395,0.2222222222222222,0.4753086419753086,0.34600000000000003,0.43,0.294,0.46299999999999997,0.2777777777777778,0.5617283950617284,0.34600000000000003,0.439,1
60,20180419,CHC,STL,4.33,4.33,180.2,3.88,3.88,60.1,0.467,0.568,0.5263157894736842,0.6234567901234568,0.408,0.44799999999999995,0.588,0.512,0.42105263157894735,0.4506172839506173,0.41100000000000003,0.43200000000000005,1
61,20180419,SEA,HOU,5.4,5.4,36.2,3.62,3.62,146.2,0.6,0.48100000000000004,0.8235294117647058,0.5,0.415,0.42700000000000005,0.611,0.623,0.3684210526315789,0.5987654320987654,0.366,0.485,0
62,20180419,NYY,TOR,3.69,3.69,148.2,4.25,4.25,36.0,0.5,0.562,0.8888888888888888,0.5740740740740741,0.441,0.451,0.688,0.469,0.4736842105263158,0.5740740740740741,0.431,0.419,0
63,20180419,PHI,PIT,3.53,3.53,168.1,0.89,4.44,133.2,0.625,0.40700000000000003,0.8888888888888888,0.5123456790123457,0.387,0.415,0.647,0.46299999999999997,0.6111111111111112,0.6172839506172839,0.433,0.395,0
64,20180419,ATL,NYM,8.35,8.35,32.1,6.7,6.7,92.2,0.562,0.444,0.9444444444444444,0.4876543209876543,0.433,0.42100000000000004,0.75,0.43200000000000005,0.5555555555555556,0.6666666666666666,0.41700000000000004,0.43799999999999994,1
65,20180419,MIL,MIA,2.82,2.74,141.1,5.17,5.17,31.1,0.5,0.531,0.21052631578947367,0.7037037037037037,0.381,0.436,0.294,0.475,0.7058823529411765,0.7716049382716049,0.316,0.441,1
66,20180419,ARI,SF,3.18,3.18,209.1,4.43,4.78,163.2,0.75,0.574,0.9411764705882352,0.6666666666666666,0.406,0.452,0.375,0.395,0.5,0.462962962962963,0.35,0.386,0
67,20180419,LAA,BOS,6.0,6.0,0.0,4.19,4.19,137.1,0.765,0.494,0.8333333333333334,0.462962962962963,0.474,0.40399999999999997,0.875,0.574,1.0,0.5246913580246914,0.483,0.414,1
68,20180420,DET,KC,3.83,3.83,164.2,5.29,5.29,180.1,0.4,0.395,0.2631578947368421,0.4753086419753086,0.374,0.43,0.188,0.494,0.6666666666666666,0.3765432098765432,0.35100000000000003,0.423,0
69,20180420,BAL,CLE,1.4,4.24,169.2,2.25,4.19,176.1,0.278,0.46299999999999997,0.2631578947368421,0.5617283950617284,0.35100000000000003,0.439,0.562,0.63,0.8333333333333334,0.6419753086419753,0.344,0.45399999999999996,1
70,20180420,PHI,PIT,4.26,4.26,88.2,4.88,4.14,187.0,0.588,0.40700000000000003,0.8421052631578947,0.5123456790123457,0.38,0.415,0.667,0.46299999999999997,0.5789473684210527,0.6172839506172839,0.442,0.395,0
71,20180420,NYY,TOR,3.72,3.72,65.1,4.98,4.98,186.0,0.5,0.562,0.8421052631578947,0.5740740740740741,0.441,0.451,0.706,0.469,0.45,0.5740740740740741,0.45299999999999996,0.419,0
72,20180420,DET,KC,5.31,5.31,101.2,4.58,4.58,98.1,0.4,0.395,0.2631578947368421,0.4753086419753086,0.374,0.43,0.188,0.494,0.6666666666666666,0.3765432098765432,0.35100000000000003,0.423,0
73,20180420,TB,MIN,7.84,4.12,201.0,3.43,3.43,186.1,0.278,0.494,0.3888888888888889,0.5246913580246914,0.34299999999999997,0.42700000000000005,0.615,0.525,0.5,0.5370370370370371,0.39,0.43799999999999994,0
74,20180420,ATL,NYM,4.32,4.32,100.0,2.95,2.97,30.1,0.588,0.444,1.0526315789473684,0.4876543209876543,0.43700000000000006,0.42100000000000004,0.765,0.43200000000000005,0.5263157894736842,0.6666666666666666,0.42,0.43799999999999994,1
75,20180420,TEX,SEA,2.55,2.55,77.2,5.48,4.36,86.2,0.35,0.48100000000000004,0.15,0.6604938271604939,0.375,0.433,0.562,0.48100000000000004,0.7777777777777778,0.5,0.402,0.42700000000000005,1
76,20180420,CWS,HOU,5.23,5.23,117.0,1.35,1.06,34.0,0.267,0.414,0.3333333333333333,0.5925925925925926,0.406,0.423,0.632,0.623,0.35,0.5987654320987654,0.373,0.485,0
