,p_c_1,p_c_2,p_c_3,p_c_4,p_c_5,p_c_6,p_c_7,p_c_8,p_c_9,p_c_10,p_c_11,p_c_12,p_c_13,p_c_14,p_c_15,p_c_16,p_c_17,p_c_18,label
0,-3.8800257527986144,1.3918039892064096,0.3023187104962483,0.9157235632379003,0.7128810421319347,0.8670278402886602,0.1427394049631761,0.5899168936345053,-0.9115370349888159,1.2680065955330024,-1.0386732860178676,-0.9929734468736284,0.44412283579293527,1.1894750697730954,-0.33133198661753677,-0.9229536018777698,-2.0157275975056987,-0.9861856689980368,0
1,-0.25472853030415843,0.9411953930752659,0.3135523291741842,-1.7783057735743655,0.04984549905306843,-2.903852479992655,-0.8667489271031438,-0.9137314128576787,2.1051983165453363,-0.0734384277219999,-1.0177605697822862,0.3562400604275917,-0.1345378462916076,0.26429783825142816,-0.27523130601860074,-0.5280733690006651,-0.40708969887764174,-1.0737167209795278,1
2,-1.8415585002929404,-1.4814102880949578,1.669890193069167,0.2922086876571723,-1.45805763482455,0.40499310535269245,0.7657315802541779,-0.2310969064511134,-0.8624832505147223,0.506796887279241,0.9128727868399323,-0.33288723744651105,0.1788412567363791,-1.0360376692738342,-0.6505938851855512,-0.15353615677119065,1.2253809383882677,-0.8703231218296948,1
3,1.5107211522130555,-0.7080359619903127,1.7437394361684866,1.991477565095546,-2.0737881020357993,0.31448567491498114,-0.40682570136526525,1.9492040708065628,-1.1281055256783594,-0.6494875473547416,-0.13533106167959713,-1.89114439977332,-0.35966379249461555,1.477889692634583,0.12203715933237452,-0.20456722148904236,0.5103877643301756,-0.932915533723034,0
4,1.2534551184524796,-3.3186115540542227,-0.3220623263143815,2.6419861644389138,-1.3557738701753248,0.6084146019045817,0.802337346193014,0.16622033882485054,0.6612937572705125,0.45945364377254183,0.6859482603243174,0.41131664093951414,0.31924901899513236,0.29388745364544616,-0.13212530084172552,-0.9524235695738484,0.6911658520591447,-1.3197432262932367,0
5,0.055828887718488325,-2.8125894619456298,0.20078730965010544,2.823721756933504,-1.6894669245766094,0.45610598503906374,-2.1544461390917915,-0.6674041269908169,1.2861339613736988,-2.2327537669136386,-1.070980987420074,0.1327279002283721,1.4085157882038324,-1.5523792713896558,-0.4334489589212257,0.1098033881675918,0.46793912696386136,-0.793111714836452,1
6,-2.8943168723929773,-2.2654668645566827,-0.04733810787771394,1.9705274416620913,-1.0724257914021174,0.08622021884227954,1.4161512764284963,0.6417680894537885,-1.8541276197658971,-0.02034900851953022,0.9617595082033658,0.5777986505274694,-0.34853011506565745,0.7036173297863946,0.2513761694681144,0.7320369535518445,-1.1146181779015303,0.05618128366223203,0
7,-1.724419269695086,-2.377392427588005,0.038074526663485785,-0.9972143463232105,-1.6499008773927093,1.6089875196877015,-2.1334328633642885,-0.2071451433558294,3.4112014020809576,0.182955127850646,-1.4266047979175784,-1.6652243908906155,-0.04230136000549458,-0.7990639809761803,-0.33626623291298796,-0.7876417970189722,0.25121026617322517,-0.448112570863808,0
8,-0.31678203232318874,-0.31769494041436697,-0.34469858790793856,-1.5040431081807122,-3.567992160712231,0.5184623700313331,-1.0250560860361024,-0.041612196313788194,1.5389094302732949,-0.17607449218287852,-0.6598775531303412,-0.8743075584720704,-1.0803354784081127,0.6806090831751139,0.8891878866066217,-0.22498694176332162,0.8073212587362987,0.9604334875331983,1
9,-0.33647032344060335,-0.5013554170892061,-0.7980398312333622,-0.6216579293850442,0.3765304467167967,-2.0744664788333993,0.4326095995833236,-1.0952499956735924,0.09227881165370817,-1.4601035814522396,0.6499067937705785,0.22951518995333162,0.4856140946394807,-1.029019548406734,-0.2981644100860608,-0.5501801166544216,1.4862086120444706,0.4254467245481752,1
