,p_c_1,p_c_2,p_c_3,p_c_4,p_c_5,p_c_6,p_c_7,p_c_8,p_c_9,p_c_10,p_c_11,p_c_12,p_c_13,p_c_14,p_c_15,p_c_16,p_c_17,p_c_18,label
0,-0.9920423292771804,-0.10453627265590267,0.19837510071117959,-0.35089463471771043,-0.1636226915587292,-0.1966405833038921,-0.08484073398122996,-0.02383085895722112,-0.12259772755588054,-0.16997534620914048,0.027493559543743565,-0.13329436800176067,-0.01994698553517994,-0.10736559180323203,-0.20183163452623554,-0.0038707861001195253,-0.30993046084728076,0.06957536837634191,0
1,0.0742308724993088,-0.1815514644311188,-0.5700519038961519,0.29834824720143227,-0.3930166371506022,0.019060771912747205,0.3506854185526162,-0.20034085375567015,-0.17982596713717286,-0.051360721840796576,0.1798894338879984,0.19611233315222684,-0.024068377205061872,0.11021755046198752,0.0036733000374522327,-0.030227795188585937,-0.08953597499011155,0.1453528752764632,1
2,-0.5468080873724682,0.14116955924895538,-0.17981759814991546,-0.06253477732112715,0.27189911214099394,0.14264843981210243,-0.2655123616382409,0.24555751419849575,0.0075927010452019475,0.2429272830804896,0.08047972680610482,-0.002902059381615635,-0.08708983043469311,-0.06521312100523412,-0.06970873398431927,0.0010540344584165945,0.1359382767117846,0.14621400125254885,1
3,0.12470283840377455,0.05305482492331408,-0.09483196664853683,0.18789904441741292,-0.2104905299359239,-0.07780477018004461,-0.2156928454869623,-0.06864856901653314,0.30738163961439086,0.22227240600253018,-0.3233313178863523,-0.24818488410894293,0.04520281177274105,-0.10143398489165921,-0.26969597453063454,-0.0008231249886226455,0.01688734000264729,0.13610693259897727,0
4,0.31305881029358323,0.3154165912288332,0.03590905035502913,-0.457952631564626,0.32104450516340655,0.1461520215865926,-0.07019380486186677,-0.24775880652405619,0.14544681743724225,0.28032365861539627,0.12742354787976037,-0.1445988446083205,-0.08896330872441072,0.04204889697408842,-0.0926145407097955,-0.06939813982008998,0.028037747508327143,0.19687563500437813,0
5,0.15978488639488594,0.007897133156687672,0.323512079707572,-0.2580140122617839,-0.34653329410824446,0.3077596086184869,-0.3592970972312207,-0.0016370185609139022,0.09200455730376161,0.48058427994778874,-0.10499664590708738,0.15515486884666663,-0.05751367936785693,0.3584957664064197,0.09267284228209216,-0.033884074115551485,0.017901611393879944,0.13246238367709087,1
6,-0.5745953787267972,0.39996646377677497,0.1713009826742746,-0.1328926667471045,0.1875686420096227,0.26866611586936434,-0.12086954627874581,-0.13209069849382982,0.04754867662157308,0.24871679965787008,-0.08722546965120793,-0.16607570490692583,0.041694530851278444,-0.29045888379789203,0.07297779843105537,0.04952548991783424,-0.1269731166377701,-0.06346757713592831,0
7,-0.3806619495168612,0.4110041469354412,0.16575709079408965,0.23823552110370716,-0.09954918137612687,-0.20204725105731167,0.27255153256754694,0.19025283619109745,0.17521015460625253,0.2188840162541635,0.08324612625020605,0.18559788965991553,-0.022795418291811285,0.4758799687308418,-0.19740937823271157,-0.04458817462486617,-0.02981025010687609,0.10569708808240887,0
8,-0.036754557499804,0.05638285747848425,0.22519885410222798,0.8066740926686867,0.017219302395899003,0.10534680222370868,0.40976149115043137,-0.06299588041835137,0.28500750145072457,0.16024171716348753,-0.06140413910240686,0.09822045607479263,0.10875001273891245,0.16053932258043083,-0.23217434727231967,-0.08095817708264891,0.1023472909158899,-0.08564499461787636,1
9,0.1678032201333948,-0.0694693523843997,-0.11240969928549766,-0.012375537192924183,-0.2284613433888457,-0.06273095128098101,-0.09676660361384189,-0.08236330880141167,-0.16690352885394866,0.1976987909497301,0.2262762918657355,0.13076950299913084,-0.08105394365021347,0.014223238643400245,0.09028586847743938,-0.0643586864383077,0.23380942822652395,-0.01833043447592046,1
10,0.028915142480084078,0.014062386891551253,0.0995266601168505,-0.24479651659904214,-0.3940431384162135,0.3256614765063444,-0.35927279963290815,0.019239839291586874,0.14012551232890413,0.4565285396702501,-0.10493747608982844,0.15051505409931643,-0.09066339335833316,0.3094443405030235,0.07789857500997993,-0.020844808761811894,0.025314122393057793,0.21805459607230834,0
11,0.6028133955421083,-0.4220843572268316,0.16230590599995118,0.0011992795395160056,-0.1881760878429495,-0.13170164984895355,0.30751210090794584,-0.19857323791612808,-0.16914166942186365,-0.13220343307058266,0.23748031009165677,-0.10253485983716408,0.04983534917574802,0.06739296718305136,0.15801753551261757,0.042373501168285956,-0.11238929649028497,0.07139559410213427,1
12,-0.7270072751626266,0.34392254255389054,-0.11048262157559752,-0.24954450422513888,0.15314424912508226,0.31581084012130667,-0.10278244748552894,-0.009703380012860897,0.20560556860484433,0.2504661734867411,0.1294892564021974,-0.05070460585262462,-0.10414611408931959,-0.3075413542320397,-0.09084439831784977,-0.048697254761333554,-0.0722006288429724,-0.03663530157488069,1
13,0.10067767601962396,-0.23180283482174202,-0.15547946691121464,-0.26190585140040135,-0.24874162433722455,-0.10475855490648696,-0.01380960727131704,-0.049716686613960615,-0.16521899490259606,0.27004793680636074,0.3506448378897392,-0.031776039996567626,-0.15226263804160686,0.11481071120270858,0.11966099284215949,-0.016344746378401637,0.249973234871605,-0.050230743628492336,1
14,0.38281023408771614,0.2057937022350391,0.5813613371934474,-0.24623147948599663,0.05289704686834662,0.1531855306640199,-0.0012376474862603134,-0.04432905974036878,0.02171046483133151,-0.12562164806701664,0.05038827987402742,-0.27994073757214244,0.0793977111667167,-0.06698637997409483,-0.21159304171490728,-0.045299286703930915,0.16012729184621802,-0.0023293681090735623,1
15,-0.7330675579992013,-0.5780911293952004,-0.164598781503853,0.19639176012368287,-0.07971183057684292,0.07514579591543169,0.28181494642581745,-0.19951944805784447,0.0760426848056417,0.5998447479770483,-0.07993460223250508,0.006824276284112309,-0.06409487984698316,0.4536236204907351,0.22565583703915862,0.10899687968479885,-0.1700367003074494,-0.1104433020397753,0
16,-0.38161477093109275,-0.03051749637827373,-0.29609263966246374,0.5003152530290242,0.3855256163003698,-0.16393983889214736,0.22910240896478426,0.17264496184411038,-0.10625120879888356,-0.18431083502433185,0.12101235565513896,-0.033835122922794794,0.0397796114483054,-0.05902754355224959,-0.33730041388659854,-0.022658170378984203,0.016224895855438348,-0.10450346893438951,0
17,-0.003908711495975189,-0.19160476069648597,0.24918742643100628,-0.2459133157875817,0.39203863498364716,-0.009632295614718775,0.02491226199891985,0.26116865258785843,-0.14018117061916016,-0.04475664634715937,-0.02996622144032234,0.027407314429538907,0.026427863333475413,0.4800349762327918,0.15424012778734236,-0.0299752701890544,0.07221111330951137,0.19116921230196235,1
18,0.22921472265357415,0.40380640548344554,-0.3464392105619096,-0.2543574572966328,-0.29579555290971166,0.09064503633499632,0.01915378060185754,-0.11916646243871812,-0.1587619980856979,-0.24222756646920937,0.12754825240024306,-0.1884803947911979,-0.024754090630944907,-0.2444373172092043,0.5006259157596612,0.2201880750633199,0.3456431990657387,-0.006077333344861698,0
