date,home_team,away_team,home_pitcher_curr_era,home_pitcher_prev_era,home_pitcher_curr_ip,home_pitcher_prev_ip,away_pitcher_curr_era,away_pitcher_prev_era,away_pitcher_curr_ip,away_pitcher_prev_ip,home_curr_ops,home_prev_ops,away_curr_ops,away_prev_ops,home_pitcher_adv,away_pitcher_adv,home_team_curr_win_pct,home_team_prev_win_pct,home_team_curr_fir_avg,home_team_prev_fir_avg,away_team_curr_win_pct,away_team_prev_win_pct,away_team_curr_fir_avg,away_team_prev_fir_avg,fir_result
20190320,OAK,SEA,-1,3.74,-1,53.0,-1,3.83,-1,166.2,-1,-1,-1,-1,1,1,-1,0.599,-1,0.5370370370370371,-1,0.549,-1,0.6851851851851852,1
20190321,OAK,SEA,-1,5.64,-1,143.2,-1,0,-1,0,-1,-1,-1,-1,1,1,-1,0.599,1.0,0.5370370370370371,-1,0.549,0.0,0.6851851851851852,0
20190328,NYY,BAL,0,3.81,0,156.0,0,5.29,0,153.0,0.0,0.8815999999999999,0.0,0.8815999999999999,1,0,-1,0.617,-1,0.7283950617283951,-1,0.29,-1,0.4506172839506173,1
20190328,WAS,NYM,0,2.53,0,220.2,0,1.7,0,217.0,0.0,0.8442000000000001,0.0,0.8442000000000001,1,0,-1,0.506,-1,0.6172839506172839,-1,0.475,-1,0.5185185185185185,1
20190328,MIL,STL,0,3.5,0,192.2,0,2.83,0,200.2,0.0,0.8611999999999999,0.0,0.8611999999999999,1,1,-1,0.589,-1,0.6932515337423313,-1,0.543,-1,0.5679012345679012,0
20190328,PHI,ATL,0,2.37,0,212.1,0,3.94,0,175.2,0.0,0.8472500000000001,0.0,0.8472500000000001,1,0,-1,0.494,-1,0.5,-1,0.556,-1,0.5679012345679012,1
20190328,TOR,DET,0,5.63,0,102.1,0,4.59,0,131.1,0.0,0.71625,0.0,0.71625,1,1,-1,0.451,-1,0.41358024691358025,-1,0.395,-1,0.5802469135802469,0
20190328,TB,HOU,0,1.89,0,180.2,0,2.52,0,214.0,0.0,0.8415,0.0,0.8415,0,1,-1,0.556,-1,0.5864197530864198,-1,0.636,-1,0.5123456790123457,1
20190328,TEX,CHC,0,4.18,0,157.0,0,3.32,0,181.2,0.0,0.6832,0.0,0.6832,0,0,-1,0.414,-1,0.37037037037037035,-1,0.583,-1,0.5214723926380368,0
20190328,OAK,LAA,15.0,3.74,3.0,53.0,0,3.76,0,110.0,0.8155999999999999,0.8196,0.0,0.8196,1,0,0.0,0.599,0.5,0.5370370370370371,-1,0.494,-1,0.5185185185185185,0
20190328,SD,SF,0,4.34,0,112.0,0,3.26,0,129.2,0.0,0.7507999999999999,0.0,0.7507999999999999,1,0,-1,0.407,-1,0.4444444444444444,-1,0.451,-1,0.4382716049382716,0
20190328,MIN,CLE,0,3.84,0,192.1,0,2.89,0,215.0,0.0,0.7938,0.0,0.7938,0,0,-1,0.481,-1,0.48148148148148145,-1,0.562,-1,0.7098765432098766,0
20190328,MIA,COL,0,3.98,0,174.0,0,2.85,0,202.1,0.0,0.6426000000000001,0.0,0.6426000000000001,1,1,-1,0.391,-1,0.34782608695652173,-1,0.558,-1,0.6380368098159509,0
