date,home_team,away_team,home_pitcher_curr_era,home_pitcher_prev_era,home_pitcher_curr_ip,home_pitcher_prev_ip,away_pitcher_curr_era,away_pitcher_prev_era,away_pitcher_curr_ip,away_pitcher_prev_ip,home_curr_ops,home_prev_ops,away_curr_ops,away_prev_ops,home_pitcher_adv,away_pitcher_adv,home_team_curr_win_pct,home_team_prev_win_pct,home_team_curr_fir_avg,home_team_prev_fir_avg,away_team_curr_win_pct,away_team_prev_win_pct,away_team_curr_fir_avg,away_team_prev_fir_avg,fir_result
20180406,COL,ATL,0.0,4.39,5.0,162.0,3.38,3.98,5.1,92.2,1.1385,0.8612499999999998,0.9092,0.8612499999999998,1,0,0.5,0.537,0.7142857142857143,0.5987654320987654,0.667,0.444,1.3333333333333333,0.4876543209876543,1
20180406,CLE,KC,7.94,3.28,5.2,200.0,11.25,3.75,4.0,151.1,0.38760000000000006,0.6458,0.7176,0.6458,0,1,0.333,0.63,1.1666666666666667,0.6419753086419753,0.25,0.494,1.0,0.3765432098765432,1
20180406,NYY,BAL,1.8,3.69,5.0,148.2,13.5,4.68,4.0,186.2,0.8452,0.9046,0.781,0.9046,0,1,0.667,0.562,0.5714285714285714,0.5740740740740741,0.167,0.463,0.2857142857142857,0.5617283950617284,1
20180406,PIT,CIN,0.0,4.13,6.0,150.1,10.8,3.12,5.0,89.1,0.8718,0.7585999999999999,0.7530000000000001,0.7585999999999999,0,0,0.8,0.463,1.3333333333333333,0.6172839506172839,0.25,0.42,0.16666666666666666,0.6790123456790124,0
20180406,TEX,TOR,9.0,5.52,4.0,174.1,3.86,4.98,7.0,186.0,0.764,0.8347500000000001,0.8634000000000001,0.8347500000000001,0,1,0.286,0.481,0.125,0.6604938271604939,0.571,0.469,0.14285714285714285,0.5740740740740741,0
20180406,MIL,CHC,5.4,4.81,3.1,43.0,1.5,3.03,6.0,139.2,0.8606,0.8488,0.9019999999999999,0.8488,1,1,0.667,0.531,0.42857142857142855,0.7037037037037037,0.4,0.568,0.42857142857142855,0.6234567901234568,1
20180406,HOU,SD,3.38,4.25,5.1,118.2,11.25,4.73,4.0,163.2,0.9827999999999999,0.8954000000000001,0.8962,0.8954000000000001,1,1,0.857,0.623,0.5714285714285714,0.5987654320987654,0.167,0.438,0.14285714285714285,0.5,1
20180406,LAA,OAK,0.0,3.64,0.0,121.0,9.0,6.11,4.0,91.1,0.7081999999999999,0.8566,0.721,0.8566,1,0,0.714,0.494,1.1428571428571428,0.46296296296296297,0.429,0.463,0.0,0.5679012345679012,1
