,p_c_1,p_c_2,p_c_3,p_c_4,p_c_5,p_c_6,p_c_7,p_c_8,p_c_9,p_c_10,p_c_11,p_c_12,p_c_13,p_c_14,p_c_15,p_c_16,p_c_17,p_c_18,p_c_19,p_c_20,p_c_21,p_c_22,p_c_23,p_c_24,label
0,-0.437909121852326,-0.9061266595381426,-1.5980670467488847,2.927790561880191,-1.9864630153651959,1.5487208628501687,-0.9929831839210789,2.107223367217496,-0.0922706189739963,0.36555004620890014,0.8893026952758597,1.4430293699714314,-1.1516426256617946,-0.32477937774095195,0.3657481906948035,-1.0174897963253635,2.4050000192486842,0.2778857129757976,1.7977343004149506,-0.597580164840557,-0.7191683440595179,0.3588466936636442,-0.44194221445297616,0.3903733460839516,0
1,0.5400409764521635,0.18726776145044985,1.1392267549236201,2.6908388256003977,-0.7523573476535408,-1.529584695423079,-1.003065534015074,0.0395783933576302,-1.119571947808137,0.10495598243456074,1.4383093629789176,0.369095512065086,-1.2006403366578269,0.9276706171157474,1.341367082813672,-0.32768708229784954,0.2860666810853537,-1.6739253627268058,0.6996974059496753,0.46704909086939184,0.3468037451437478,-0.09360808907352476,1.8042852411193837,-0.09322854339065384,1
2,0.39125842891462964,0.25251176782984064,-0.3047547857053641,0.5612797082775254,-0.4631596784747435,-0.36544723019909947,0.6627558860540962,-0.8284437566036191,0.9772961568114855,1.1411060855144455,0.07898926944978363,1.4416975536679466,0.901418088101946,-0.5824978270818817,-2.4131180828429977,-0.2049270200302477,-0.3645482160168395,0.6493862745711966,1.2490064180085436,-0.05082493324778218,-0.04333315499141223,0.5622593127491057,0.5824612854411385,0.4267308114065087,1
3,0.7137421695333775,-2.4127484088829316,-0.7029643836701951,-1.7992146562609788,-0.9724034355651656,0.8666329204332175,-1.09332632502794,1.5637646456623457,-0.19736558771004803,0.192421429513029,0.3580925930616813,0.6809579000076927,-1.7071056878195057,-1.5937302826066497,0.45805391698691067,-1.82988775721832,0.7008355062652752,-0.7068239669239674,0.8511420767612404,1.8804914454544888,0.019297425544532704,0.6840594501257211,0.332562703308846,-0.5205606805446975,0
4,-0.78264099235516,0.884816440827735,4.479576162076842,-1.4300854424363765,0.41014110945782656,-1.0074433004039693,1.3600316972036472,-0.9922645024351492,-0.31693614463955944,0.8766820977486737,0.7469399072954673,0.49975893500684704,0.3654911694448073,-2.8423545675355713,0.17665420939790843,1.042834093708725,0.826435374216359,0.6691165834227895,0.8254339025294973,0.016806194668271834,-0.3606943851203845,-0.1651411564557178,0.6185718890151053,1.5030280833182605,1
5,2.858816854774606,-0.9640659786262455,-1.5520774458231816,0.5579072204588209,-1.9429989678624202,0.6629850100072137,0.7654676692952365,-0.5493273730568143,1.9397355480576532,-1.4631198370567977,0.3091648566179374,-0.029535137006355523,1.2377714935079287,0.029298974346038426,1.2413170654180572,1.0099744124776264,-1.3450551690255714,-0.028835536723806825,-0.6677871215652819,0.1289353867399154,-1.0271435447996853,0.4082420773188513,-0.33518396070948653,1.0689572653094037,1
6,-0.09303110403798302,-0.12943196898326764,0.5275847137749082,-1.6607943690084832,-0.3436139129849793,-0.7032502556997633,0.2529697014696356,-2.142623511710177,0.07983299941631555,-0.6967808323399093,0.9104007641009553,0.42887335492111417,0.22955626865024722,-0.4096718395249344,-2.531420798677766,0.17810575649746524,-0.11922233177230772,0.008593814446608542,0.8159340316519111,-0.08471064947606873,-0.7507908455699562,0.07228933236356083,0.4924713776370707,0.32179130232339886,1
7,-2.2577559798256104,-1.8356181219489365,0.8552687647203302,-0.9955320563271823,-0.6021178843082966,1.4915215951160983,-1.0018608097753865,-1.1328687279300982,0.8699607261352855,0.8711456382864246,-0.6733602285623919,-1.3642886409382553,0.18975812745813342,0.6932716327953884,-1.036063123384354,0.15688905727773195,-1.2163870665808536,-2.659440956146038,-0.05341792382643083,-0.4808694004011588,0.607545864770061,-0.17348493613031785,0.31011116785724696,-0.5798848812726943,1
8,2.084701683715338,-0.6715130503768024,-0.6028115759031978,-3.979007529244815,-2.6838893575304823,-0.3336968880160149,-1.1844694982984536,1.4923097966391254,-0.8762521476973936,1.129054303956601,0.4572819639327816,1.0674668688370497,-1.3932626590355504,0.10201702716953664,-0.24946244705223672,0.747568226627614,1.853482491110317,0.5393040419601717,1.1312327924533128,1.8584622374805462,-1.062113038817592,-0.7410948295393495,-0.7262782447384621,-1.3625557220873261,0
9,3.1776226442645066,3.0266276236064575,1.4760473968571353,3.19298830148085,-1.8319042516657047,-2.026695193306978,0.031209433582737405,0.9550899908448695,0.05400951354581837,-0.8153238079071995,0.40138576683177035,-1.371838452117375,1.7586044397330625,1.3443659175439868,0.8738721838843322,-1.2451664839524497,0.21808408161505474,-0.6875654358568281,1.0884862889138598,-1.4953835679133793,-0.3805190612097526,-0.20226483163621503,-0.3093065110908131,0.6457110275753801,0
10,-0.5514164134637193,0.4007966771926785,0.4469152948775712,-0.8859174611262305,-0.9109245470701866,1.371584324312561,-1.167110260831643,1.3088751503142066,-1.1005604116474805,-0.5051279384356713,-0.9021912982258975,-0.4304097391128364,-0.10878322422415068,-1.5115771378900302,-1.7009560845704004,-1.1311553532554282,3.5619340709218017,0.06889425848513184,1.0333141151042158,-0.3350816442457614,0.009949401164571277,0.46622224964384834,0.9459097170326337,-0.06493836744553179,1
