,date,home_team,away_team,home_pitcher_curr_era,home_pitcher_prev_era,home_pitcher_prev_ip,away_pitcher_curr_era,away_pitcher_prev_era,away_pitcher_prev_ip,pitcher_adv,home_curr_ops,home_prev_ops,away_curr_ops,away_prev_ops,home_curr_hr,home_prev_hr,away_curr_hr,away_prev_hr,home_team_curr_win_pct,home_team_prev_win_pct,home_team_curr_fir_avg,home_team_prev_fir_avg,away_team_curr_win_pct,away_team_prev_win_pct,away_team_curr_fir_avg,away_team_prev_fir_avg,park_rating,fir_result
0,20190412,SEA,HOU,3.72,3.72,162.0,2.57,2.57,80.2,1,0.9190000000000002,0.7729999999999999,0.91075,0.7922499999999999,0.07645969137323501,0.03261340259656223,0.06229485721414073,0.03298093499957685,0.857,0.5489999999999999,0.8,0.6851851851851852,0.615,0.636,0.7692307692307693,0.5123456790123457,0.917,1
1,20190412,LAD,MIL,6.0,6.0,4.0,2.61,2.61,38.0,2,0.8855999999999999,0.8182,0.8458,0.86,0.05591356061944297,0.04343600897206749,0.055108952671977886,0.05126740554150543,0.615,0.564,0.7142857142857143,0.5828220858895705,0.615,0.589,0.7692307692307693,0.6932515337423313,0.971,1
2,20190412,SF,COL,6.2,6.2,74.0,5.01,5.01,120.1,2,0.61,0.7001999999999999,0.5602,0.8458,0.022201787691820917,0.024028796510297618,0.018604651162790697,0.042449041518780484,0.308,0.451,0.0,0.4382716049382716,0.25,0.5579999999999999,0.0,0.6380368098159509,0.85,0
3,20190413,NYY,CWS,3.65,3.65,153.0,4.19,4.19,161.0,0,0.88825,0.7945,0.8366000000000001,0.7218,0.04316123188405797,0.042960963992994976,0.042680852579094944,0.033684611790963874,0.41700000000000004,0.617,0.6153846153846154,0.7283950617283951,0.273,0.38299999999999995,0.5833333333333334,0.4938271604938271,1.0190000000000001,0
4,20190413,BOS,BAL,4.28,4.28,191.1,5.29,5.29,153.0,1,0.8775999999999999,0.915,0.8140000000000001,0.64275,0.05412294673967148,0.049341302274878686,0.055999066293183936,0.028628656340946086,0.308,0.667,0.5,0.6049382716049383,0.385,0.29,0.9285714285714286,0.4506172839506173,1.026,1
5,20190413,MIN,DET,6.0,6.0,0.0,2.73,2.73,26.1,1,0.8687999999999999,0.7938,0.5664,0.7432000000000001,0.04468899521531099,0.046313305730244635,0.018695652173913044,0.029095534162041324,0.6,0.48100000000000004,0.2727272727272727,0.4814814814814815,0.615,0.395,0.35714285714285715,0.5802469135802469,1.095,0
6,20190413,CHC,LAA,3.44,3.44,199.0,5.09,5.09,145.0,0,0.8522000000000001,0.8119999999999999,0.6597999999999999,0.6796000000000001,0.051955731955731964,0.035072179030534736,0.02474584311772101,0.024102748889054525,0.33299999999999996,0.583,0.4615384615384616,0.5214723926380368,0.5379999999999999,0.494,0.5,0.5185185185185185,1.131,0
7,20190413,TOR,TB,2.01,2.01,98.1,1.89,1.89,180.2,0,0.7942499999999999,0.76825,0.9215,0.8415,0.05507399577167019,0.04390460355578864,0.06328849721706864,0.03657591386282447,0.308,0.451,0.07142857142857142,0.41358024691358025,0.769,0.556,1.2857142857142858,0.5864197530864198,0.946,0
8,20190413,WAS,PIT,2.83,2.83,136.2,4.47,4.47,52.1,0,1.008,0.7951999999999999,0.7922,0.7811999999999999,0.05737514518002323,0.03856622758360813,0.03647747059511765,0.030752704962562126,0.545,0.506,0.6666666666666666,0.6172839506172839,0.545,0.509,0.5384615384615384,0.42857142857142855,1.057,0
9,20190413,SF,COL,3.26,3.26,129.2,2.85,2.85,202.1,0,0.5942,0.698,0.6184000000000001,0.8612,0.027940251572327046,0.02548963686981833,0.02691511387163561,0.047142472814153534,0.35700000000000004,0.451,0.0,0.4382716049382716,0.231,0.5579999999999999,0.0,0.6380368098159509,0.85,0
10,20190413,MIA,PHI,4.19,4.19,77.1,4.36,4.36,128.0,1,0.6804,0.7454,1.00675,0.8472500000000001,0.05222241389224312,0.029686139783500005,0.07551310709205446,0.0492934998841208,0.231,0.391,0.21428571428571427,0.3478260869565217,0.636,0.494,0.6666666666666666,0.5,0.848,0
11,20190413,CIN,STL,4.34,4.34,180.1,4.46,4.46,40.1,1,0.6772,0.8340000000000001,0.736,0.83175,0.04366978168986778,0.0428649976528367,0.0583846251266464,0.050642728368463036,0.33299999999999996,0.414,0.5384615384615384,0.4753086419753086,0.615,0.5429999999999999,0.4615384615384616,0.5679012345679012,1.02,0
12,20190413,KC,CLE,6.09,6.09,106.1,5.71,5.71,52.0,0,0.91525,0.7795,0.6804,0.6422000000000001,0.044434951653617424,0.03385230270235843,0.0350328947368421,0.0568325401463917,0.16699999999999998,0.358,1.0769230769230769,0.5864197530864198,0.667,0.562,0.4615384615384616,0.7098765432098766,0.9259999999999999,0
13,20190413,ATL,NYM,3.9,3.9,164.0,5.77,5.77,92.0,0,0.80375,0.843,1.06575,0.53,0.010657596371882086,0.03931185600933333,0.0657667134174848,0.024869149576546453,0.583,0.556,0.9230769230769232,0.5679012345679012,0.667,0.475,0.6923076923076923,0.5185185185185185,0.976,1
14,20190413,ARI,SD,6.0,6.0,0.0,2.05,2.05,61.1,1,0.8138,0.7422,0.8066000000000001,0.7718,0.04634693517046458,0.0392156947164732,0.05626805108008116,0.04412864454731101,0.462,0.506,0.2857142857142857,0.7962962962962963,0.643,0.40700000000000003,0.26666666666666666,0.4444444444444444,1.202,1
15,20190413,SEA,HOU,5.61,5.61,155.2,2.52,2.52,214.0,1,1.0434,0.7485999999999999,0.9142,0.8182,0.09514147688060733,0.02913553756868013,0.05471393455180038,0.03682245843737192,0.867,0.5489999999999999,0.8125,0.6851851851851852,0.615,0.636,0.7142857142857143,0.5123456790123457,0.917,0
