,date,home_team,away_team,home_pitcher_curr_era,home_pitcher_prev_era,home_pitcher_prev_ip,away_pitcher_curr_era,away_pitcher_prev_era,away_pitcher_prev_ip,pitcher_adv,home_curr_ops,home_prev_ops,away_curr_ops,away_prev_ops,home_curr_hr,home_prev_hr,away_curr_hr,away_prev_hr,home_team_curr_win_pct,home_team_prev_win_pct,home_team_curr_fir_avg,home_team_prev_fir_avg,away_team_curr_win_pct,away_team_prev_win_pct,away_team_curr_fir_avg,away_team_prev_fir_avg,park_rating,fir_result
11,20180415,BOS,BAL,2.9,2.9,214.1,1.35,4.24,169.2,1,0.7555000000000001,0.845,0.7133999999999999,0.7678,0.02232142857142857,0.06186585606247943,0.035927385308190264,0.03865324994342985,0.846,0.574,1.0714285714285714,0.5246913580246914,0.35700000000000004,0.46299999999999997,0.26666666666666666,0.5617283950617284,1.026,1
12,20180415,NYM,MIL,2.97,2.97,30.1,3.94,3.94,180.1,2,0.8628,0.8416,0.7752000000000001,0.8176,0.04202511773940345,0.053466543954973744,0.03686551543694401,0.04676839457536565,0.917,0.43200000000000005,0.5714285714285714,0.6666666666666666,0.5,0.531,0.26666666666666666,0.7037037037037037,0.858,1
13,20180415,TB,PHI,6.0,6.0,0.0,4.26,4.26,88.2,2,0.59825,0.74475,0.8470000000000001,0.6798,0.005681818181818182,0.030100382322062687,0.03972582972582972,0.04759776428559581,0.231,0.494,0.2857142857142857,0.5246913580246914,0.583,0.40700000000000003,1.0714285714285714,0.5123456790123457,0.902,1
14,20180415,MIA,PIT,3.82,3.82,169.2,4.14,4.14,187.0,1,1.1192,0.5984,0.8686,0.7585999999999999,0.015458079783637594,0.017887964400533238,0.0420297287253809,0.03557529613506045,0.308,0.475,0.5714285714285714,0.7716049382716049,0.6920000000000001,0.46299999999999997,0.7857142857142857,0.6172839506172839,0.848,1
15,20180415,CIN,STL,6.43,6.43,91.0,3.64,3.64,205.0,1,0.5713999999999999,0.7882,0.8256,0.8497999999999999,0.009302325581395349,0.03858394817260295,0.05541241580244137,0.04544375295917857,0.154,0.42,0.26666666666666666,0.6790123456790124,0.5,0.512,0.4666666666666667,0.4506172839506173,1.02,0
16,20180415,WAS,COL,2.21,2.57,175.1,4.81,4.81,86.0,1,0.7512000000000001,0.8480000000000001,0.8832500000000001,0.86375,0.039346733511960885,0.04443842120865844,0.05371925087267211,0.03980811890803281,0.429,0.599,1.2,0.654320987654321,0.5329999999999999,0.537,0.75,0.5987654320987654,1.057,1
17,20180415,LAD,ARI,2.31,2.31,175.0,3.37,3.37,155.0,0,0.6762,0.8550000000000001,0.8270000000000001,0.8084,0.026053696689725524,0.05318746987889593,0.03478976697061804,0.03473484527024453,0.33299999999999996,0.642,0.8571428571428571,0.5679012345679012,0.769,0.574,1.1428571428571428,0.6666666666666666,0.971,0
18,20180415,SEA,OAK,4.36,4.36,86.2,1.74,4.37,158.2,0,1.0402,0.795,0.8138,0.8420000000000001,0.08044579533941235,0.03585689244277919,0.046872048053493966,0.06203837731812512,0.636,0.48100000000000004,1.0,0.5,0.35700000000000004,0.46299999999999997,0.3333333333333333,0.5679012345679012,1.0,1
19,20180415,SD,SF,6.0,6.0,0.0,6.0,6.0,0.0,2,0.7735999999999998,0.8037999999999998,0.5428,0.7837999999999999,0.05817989417989417,0.044485227153926235,0.020459022852639883,0.03181476724449449,0.33299999999999996,0.43799999999999994,0.25,0.5,0.462,0.395,0.6,0.462962962962963,0.828,0
20,20180415,HOU,TEX,1.06,1.06,34.0,5.17,5.17,80.0,1,0.8160000000000001,0.8954000000000001,0.667,0.7575000000000001,0.0427315982185124,0.04447179417828506,0.02111042375502629,0.04413756462714498,0.7140000000000001,0.623,0.4,0.5987654320987654,0.267,0.48100000000000004,0.125,0.6604938271604939,0.826,0
